item	article	label
http://www.wikidata.org/entity/Q23647843	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_S%C3%A3o_Tom%C3%A9_i_Pr%C3%ADncipe	Biblioteca Nacional de São Tomé i Príncipe
http://www.wikidata.org/entity/Q29365306	https://ca.wikipedia.org/wiki/Biblioteca_de_Cartago	Biblioteca de Cartago
http://www.wikidata.org/entity/Q11906843	https://ca.wikipedia.org/wiki/Arxiu_i_Biblioteca_Episcopal_de_Vic	Arxiu i Biblioteca Episcopal de Vic
http://www.wikidata.org/entity/Q193563	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Fran%C3%A7a	Biblioteca Nacional de França
http://www.wikidata.org/entity/Q27302	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_d%27Alemanya	Biblioteca Nacional d'Alemanya
http://www.wikidata.org/entity/Q213678	https://ca.wikipedia.org/wiki/Biblioteca_Vaticana	Biblioteca Vaticana
http://www.wikidata.org/entity/Q245966	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Portugal	Biblioteca Nacional de Portugal
http://www.wikidata.org/entity/Q267566	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_Russa	Biblioteca Nacional Russa
http://www.wikidata.org/entity/Q1200925	https://ca.wikipedia.org/wiki/Biblioteca_de_Catalunya	Biblioteca de Catalunya
http://www.wikidata.org/entity/Q620899	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_Eslovaca	Biblioteca Nacional Eslovaca
http://www.wikidata.org/entity/Q1319177	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_la_Rep%C3%BAblica_Argentina	Biblioteca Nacional de la República Argentina
http://www.wikidata.org/entity/Q1467610	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Gr%C3%A8cia	Biblioteca Nacional de Grècia
http://www.wikidata.org/entity/Q750403	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_d%27Espanya	Biblioteca Nacional d'Espanya
http://www.wikidata.org/entity/Q856423	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Pol%C3%B2nia	Biblioteca Nacional de Polònia
http://www.wikidata.org/entity/Q47088811	https://ca.wikipedia.org/wiki/Biblioteca_Tianjin_Binhai	Biblioteca Tianjin Binhai
http://www.wikidata.org/entity/Q69360112	https://ca.wikipedia.org/wiki/Biblioteca_de_Nippur	Biblioteca de Nippur
http://www.wikidata.org/entity/Q531927	https://ca.wikipedia.org/wiki/Biblioteca_Luis_%C3%81ngel_Arango	Biblioteca Luis Ángel Arango
http://www.wikidata.org/entity/Q56400727	https://ca.wikipedia.org/wiki/Biblioteca_de_l%27Escola_d%27Enginyeria_de_Barcelona_Est	Biblioteca de l'Escola d'Enginyeria Est de Barcelona
http://www.wikidata.org/entity/Q56401027	https://ca.wikipedia.org/wiki/Biblioteca_La_B%C3%B2bila	Biblioteca La Bòbila
http://www.wikidata.org/entity/Q56604282	https://ca.wikipedia.org/wiki/Biblioteca_Municipal_d%27Alfafar	Biblioteca Municipal d'Alfafar
http://www.wikidata.org/entity/Q627207	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_del_Kazakhstan	Biblioteca Nacional del Kazakhstan
http://www.wikidata.org/entity/Q33975738	https://ca.wikipedia.org/wiki/Biblioteca_del_Seminari_Pontifici	Biblioteca del Seminari Pontifici de Tarragona
http://www.wikidata.org/entity/Q65210824	https://ca.wikipedia.org/wiki/Biblioteca_Fort_Pienc	Biblioteca Fort Pienc
http://www.wikidata.org/entity/Q623578	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_d%27Austr%C3%A0lia	Biblioteca Nacional d'Austràlia
http://www.wikidata.org/entity/Q56227786	https://ca.wikipedia.org/wiki/Biblioteca_Comarcal_de_T%C3%A0rrega	Biblioteca Comarcal de Tàrrega
http://www.wikidata.org/entity/Q732353	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_la_Xina	Biblioteca Nacional de Xina
http://www.wikidata.org/entity/Q495005	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Corea	Biblioteca Nacional de Corea
