order	rank	section	wd_q_id	lang
2	1	Funcionament	Q6088683	ca
2	2	Projectes	Q6088683	ca
3	1	Laberintos	Q6088683	ca
3	2	Nom de domini	Q6088683	ca
0	1	Descripció	Q5161648	ca
0	2	Arquitectura	Q5161648	ca
1	1	Col·leccions	Q5161648	ca
1	2	Característiques	Q5161648	ca
2	1	Funcionament	Q5161648	ca
2	2	Projectes	Q5161648	ca
3	1	Laberintos	Q5161648	ca
3	2	Nom de domini	Q5161648	ca
0	1	Descripció	Q897468	ca
0	2	Arquitectura	Q897468	ca
1	1	Col·leccions	Q897468	ca
1	2	Característiques	Q897468	ca
2	1	Funcionament	Q897468	ca
2	2	Projectes	Q897468	ca
3	1	Laberintos	Q897468	ca
3	2	Nom de domini	Q897468	ca
0	1	Descripció	Q233098	ca
0	2	Arquitectura	Q233098	ca
1	1	Col·leccions	Q233098	ca
1	2	Característiques	Q233098	ca
2	1	Funcionament	Q233098	ca
2	2	Projectes	Q233098	ca
3	1	Laberintos	Q233098	ca
3	2	Nom de domini	Q233098	ca
0	1	Descripció	Q11795583	ca
0	2	Arquitectura	Q11795583	ca
1	1	Col·leccions	Q11795583	ca
1	2	Característiques	Q11795583	ca
2	1	Funcionament	Q11795583	ca
2	2	Projectes	Q11795583	ca
3	1	Laberintos	Q11795583	ca
3	2	Nom de domini	Q11795583	ca
0	1	Descripció	Q12110695	ca
0	2	Arquitectura	Q12110695	ca
1	1	Col·leccions	Q12110695	ca
1	2	Característiques	Q12110695	ca
2	1	Funcionament	Q12110695	ca
2	2	Projectes	Q12110695	ca
3	1	Laberintos	Q12110695	ca
3	2	Nom de domini	Q12110695	ca
0	1	Descripció	Q5148987	ca
0	2	Arquitectura	Q5148987	ca
1	1	Col·leccions	Q5148987	ca
1	2	Característiques	Q5148987	ca
2	1	Funcionament	Q5148987	ca
2	2	Projectes	Q5148987	ca
3	1	Laberintos	Q5148987	ca
3	2	Nom de domini	Q5148987	ca
0	1	Descripció	Q10886452	ca
0	2	Arquitectura	Q10886452	ca
1	1	Col·leccions	Q10886452	ca
1	2	Característiques	Q10886452	ca
2	1	Funcionament	Q10886452	ca
2	2	Projectes	Q10886452	ca
3	1	Laberintos	Q10886452	ca
3	2	Nom de domini	Q10886452	ca
0	1	Descripció	Q758657	ca
0	2	Arquitectura	Q758657	ca
1	1	Col·leccions	Q758657	ca
1	2	Característiques	Q758657	ca
2	1	Funcionament	Q758657	ca
2	2	Projectes	Q758657	ca
3	1	Laberintos	Q758657	ca
3	2	Nom de domini	Q758657	ca
0	1	Descripció	Q59832274	ca
0	2	Característiques	Q59832274	ca
1	1	Contingut	Q59832274	ca
1	2	Objectius	Q59832274	ca
2	1	Funcionament	Q59832274	ca
2	2	Biblioteca	Q59832274	ca
3	1	Publicacions	Q59832274	ca
3	2	Estructura	Q59832274	ca
0	1	Descripció	Q1093313	ca
0	2	Arquitectura	Q1093313	ca
1	1	Col·leccions	Q1093313	ca
1	2	Característiques	Q1093313	ca
2	1	Funcionament	Q1093313	ca
2	2	Projectes	Q1093313	ca
3	1	Laberintos	Q1093313	ca
3	2	Nom de domini	Q1093313	ca
0	1	Descripció	Q525981	ca
0	2	Característiques	Q525981	ca
1	1	Contingut	Q525981	ca
1	2	Objectius	Q525981	ca
2	1	Funcionament	Q525981	ca
2	2	Biblioteca	Q525981	ca
3	1	Publicacions	Q525981	ca
3	2	Estructura	Q525981	ca
