order	rank	section	wd_q_id	lang
0	2	التأسيس	Q1330014	ar
1	1	المجموعة	Q1330014	ar
1	2	العمارة	Q1330014	ar
2	1	أهداف المتحف	Q1330014	ar
2	2	الهندسة المعمارية	Q1330014	ar
3	1	مجموعات المتحف	Q1330014	ar
3	2	معارض	Q1330014	ar
0	1	موقعه	Q4708602	ar
0	2	التأسيس	Q4708602	ar
1	1	المجموعة	Q4708602	ar
1	2	العمارة	Q4708602	ar
2	1	أهداف المتحف	Q4708602	ar
2	2	الهندسة المعمارية	Q4708602	ar
3	1	مجموعات المتحف	Q4708602	ar
3	2	معارض	Q4708602	ar
0	1	موقعه	Q4835326	ar
0	2	التأسيس	Q4835326	ar
1	1	المجموعة	Q4835326	ar
1	2	العمارة	Q4835326	ar
2	1	أهداف المتحف	Q4835326	ar
2	2	الهندسة المعمارية	Q4835326	ar
3	1	مجموعات المتحف	Q4835326	ar
3	2	معارض	Q4835326	ar
0	1	موقعه	Q5461603	ar
0	2	التأسيس	Q5461603	ar
1	1	المجموعة	Q5461603	ar
1	2	العمارة	Q5461603	ar
2	1	أهداف المتحف	Q5461603	ar
2	2	الهندسة المعمارية	Q5461603	ar
3	1	مجموعات المتحف	Q5461603	ar
3	2	معارض	Q5461603	ar
0	1	موقعه	Q778412	ar
0	2	التأسيس	Q778412	ar
1	1	المجموعة	Q778412	ar
1	2	العمارة	Q778412	ar
2	1	أهداف المتحف	Q778412	ar
2	2	الهندسة المعمارية	Q778412	ar
3	1	مجموعات المتحف	Q778412	ar
3	2	معارض	Q778412	ar
0	1	موقعه	Q6023065	ar
0	2	التأسيس	Q6023065	ar
1	1	المجموعة	Q6023065	ar
1	2	العمارة	Q6023065	ar
2	1	أهداف المتحف	Q6023065	ar
2	2	الهندسة المعمارية	Q6023065	ar
3	1	مجموعات المتحف	Q6023065	ar
3	2	معارض	Q6023065	ar
0	1	موقعه	Q6689281	ar
0	2	التأسيس	Q6689281	ar
1	1	المجموعة	Q6689281	ar
1	2	العمارة	Q6689281	ar
2	1	أهداف المتحف	Q6689281	ar
2	2	الهندسة المعمارية	Q6689281	ar
3	1	مجموعات المتحف	Q6689281	ar
3	2	معارض	Q6689281	ar
0	1	موقعه	Q7006111	ar
0	2	التأسيس	Q7006111	ar
1	1	المجموعة	Q7006111	ar
1	2	العمارة	Q7006111	ar
2	1	أهداف المتحف	Q7006111	ar
2	2	الهندسة المعمارية	Q7006111	ar
3	1	مجموعات المتحف	Q7006111	ar
3	2	معارض	Q7006111	ar
0	1	موقعه	Q5253352	ar
0	2	التأسيس	Q5253352	ar
1	1	المجموعة	Q5253352	ar
1	2	العمارة	Q5253352	ar
2	1	أهداف المتحف	Q5253352	ar
2	2	الهندسة المعمارية	Q5253352	ar
3	1	مجموعات المتحف	Q5253352	ar
3	2	معارض	Q5253352	ar
0	1	موقعه	Q3336862	ar
0	2	التأسيس	Q3336862	ar
1	1	المجموعة	Q3336862	ar
1	2	العمارة	Q3336862	ar
2	1	أهداف المتحف	Q3336862	ar
2	2	الهندسة المعمارية	Q3336862	ar
3	1	مجموعات المتحف	Q3336862	ar
3	2	معارض	Q3336862	ar
0	1	موقعه	Q7064237	ar
0	2	التأسيس	Q7064237	ar
1	1	المجموعة	Q7064237	ar
1	2	العمارة	Q7064237	ar
2	1	أهداف المتحف	Q7064237	ar
2	2	الهندسة المعمارية	Q7064237	ar
3	1	مجموعات المتحف	Q7064237	ar
3	2	معارض	Q7064237	ar
0	1	موقعه	Q799608	ar
0	2	التأسيس	Q799608	ar
1	1	المجموعة	Q799608	ar
1	2	العمارة	Q799608	ar
2	1	أهداف المتحف	Q799608	ar
2	2	الهندسة المعمارية	Q799608	ar
3	1	مجموعات المتحف	Q799608	ar
3	2	معارض	Q799608	ar
0	1	موقعه	Q2038865	ar
0	2	التأسيس	Q2038865	ar
1	1	المجموعة	Q2038865	ar
1	2	العمارة	Q2038865	ar
2	1	أهداف المتحف	Q2038865	ar
2	2	الهندسة المعمارية	Q2038865	ar
3	1	مجموعات المتحف	Q2038865	ar
3	2	معارض	Q2038865	ar
0	1	موقعه	Q7566112	ar
0	2	التأسيس	Q7566112	ar
1	1	المجموعة	Q7566112	ar
1	2	العمارة	Q7566112	ar
2	1	أهداف المتحف	Q7566112	ar
2	2	الهندسة المعمارية	Q7566112	ar
3	1	مجموعات المتحف	Q7566112	ar
3	2	معارض	Q7566112	ar
0	1	موقعه	Q1136687	ar
0	2	التأسيس	Q1136687	ar
1	1	المجموعة	Q1136687	ar
1	2	العمارة	Q1136687	ar
2	1	أهداف المتحف	Q1136687	ar
2	2	الهندسة المعمارية	Q1136687	ar
3	1	مجموعات المتحف	Q1136687	ar
3	2	معارض	Q1136687	ar
0	1	موقعه	Q6064592	ar
0	2	التأسيس	Q6064592	ar
1	1	المجموعة	Q6064592	ar
1	2	العمارة	Q6064592	ar
2	1	أهداف المتحف	Q6064592	ar
2	2	الهندسة المعمارية	Q6064592	ar
3	1	مجموعات المتحف	Q6064592	ar
3	2	معارض	Q6064592	ar
0	1	موقعه	Q1134380	ar
0	2	التأسيس	Q1134380	ar
1	1	المجموعة	Q1134380	ar
1	2	العمارة	Q1134380	ar
2	1	أهداف المتحف	Q1134380	ar
2	2	الهندسة المعمارية	Q1134380	ar
3	1	مجموعات المتحف	Q1134380	ar
3	2	معارض	Q1134380	ar
0	1	موقعه	Q5020989	ar
0	2	التأسيس	Q5020989	ar
1	1	المجموعة	Q5020989	ar
1	2	العمارة	Q5020989	ar
2	1	أهداف المتحف	Q5020989	ar
2	2	الهندسة المعمارية	Q5020989	ar
3	1	مجموعات المتحف	Q5020989	ar
3	2	معارض	Q5020989	ar
0	1	موقعه	Q747833	ar
0	2	التأسيس	Q747833	ar
1	1	المجموعة	Q747833	ar
1	2	العمارة	Q747833	ar
2	1	أهداف المتحف	Q747833	ar
2	2	الهندسة المعمارية	Q747833	ar
3	1	مجموعات المتحف	Q747833	ar
3	2	معارض	Q747833	ar
0	1	موقعه	Q1572509	ar
0	2	التأسيس	Q1572509	ar
1	1	المجموعة	Q1572509	ar
1	2	العمارة	Q1572509	ar
2	1	أهداف المتحف	Q1572509	ar
2	2	الهندسة المعمارية	Q1572509	ar
3	1	مجموعات المتحف	Q1572509	ar
3	2	معارض	Q1572509	ar
0	1	موقعه	Q6879711	ar
0	2	التأسيس	Q6879711	ar
1	1	المجموعة	Q6879711	ar
1	2	العمارة	Q6879711	ar
2	1	أهداف المتحف	Q6879711	ar
2	2	الهندسة المعمارية	Q6879711	ar
3	1	مجموعات المتحف	Q6879711	ar
3	2	معارض	Q6879711	ar
0	1	موقعه	Q7201222	ar
0	2	التأسيس	Q7201222	ar
1	1	المجموعة	Q7201222	ar
1	2	العمارة	Q7201222	ar
2	1	أهداف المتحف	Q7201222	ar
2	2	الهندسة المعمارية	Q7201222	ar
3	1	مجموعات المتحف	Q7201222	ar
3	2	معارض	Q7201222	ar
0	1	موقعه	Q10386094	ar
0	2	التأسيس	Q10386094	ar
1	1	المجموعة	Q10386094	ar
1	2	العمارة	Q10386094	ar
2	1	أهداف المتحف	Q10386094	ar
2	2	الهندسة المعمارية	Q10386094	ar
3	1	مجموعات المتحف	Q10386094	ar
3	2	معارض	Q10386094	ar
0	1	موقعه	Q6979466	ar
0	2	التأسيس	Q6979466	ar
1	1	المجموعة	Q6979466	ar
1	2	العمارة	Q6979466	ar
2	1	أهداف المتحف	Q6979466	ar
2	2	الهندسة المعمارية	Q6979466	ar
3	1	مجموعات المتحف	Q6979466	ar
3	2	معارض	Q6979466	ar
0	1	موقعه	Q6365057	ar
0	2	التأسيس	Q6365057	ar
1	1	المجموعة	Q6365057	ar
1	2	العمارة	Q6365057	ar
2	1	أهداف المتحف	Q6365057	ar
2	2	الهندسة المعمارية	Q6365057	ar
3	1	مجموعات المتحف	Q6365057	ar
3	2	معارض	Q6365057	ar
0	1	موقعه	Q11990944	ar
0	2	التأسيس	Q11990944	ar
1	1	المجموعة	Q11990944	ar
1	2	العمارة	Q11990944	ar
2	1	أهداف المتحف	Q11990944	ar
2	2	الهندسة المعمارية	Q11990944	ar
3	1	مجموعات المتحف	Q11990944	ar
3	2	معارض	Q11990944	ar
0	1	موقعه	Q6879312	ar
0	2	التأسيس	Q6879312	ar
1	1	المجموعة	Q6879312	ar
1	2	العمارة	Q6879312	ar
2	1	أهداف المتحف	Q6879312	ar
2	2	الهندسة المعمارية	Q6879312	ar
3	1	مجموعات المتحف	Q6879312	ar
3	2	معارض	Q6879312	ar
0	1	موقعه	Q744713	ar
0	2	التأسيس	Q744713	ar
1	1	المجموعة	Q744713	ar
1	2	العمارة	Q744713	ar
2	1	أهداف المتحف	Q744713	ar
2	2	الهندسة المعمارية	Q744713	ar
3	1	مجموعات المتحف	Q744713	ar
3	2	معارض	Q744713	ar
0	1	موقعه	Q4705325	ar
0	2	التأسيس	Q4705325	ar
1	1	المجموعة	Q4705325	ar
1	2	العمارة	Q4705325	ar
2	1	أهداف المتحف	Q4705325	ar
2	2	الهندسة المعمارية	Q4705325	ar
3	1	مجموعات المتحف	Q4705325	ar
3	2	معارض	Q4705325	ar
0	1	موقعه	Q5547739	ar
0	2	التأسيس	Q5547739	ar
1	1	المجموعة	Q5547739	ar
1	2	العمارة	Q5547739	ar
2	1	أهداف المتحف	Q5547739	ar
2	2	الهندسة المعمارية	Q5547739	ar
3	1	مجموعات المتحف	Q5547739	ar
3	2	معارض	Q5547739	ar
0	1	موقعه	Q3362502	ar
0	2	التأسيس	Q3362502	ar
1	1	المجموعة	Q3362502	ar
1	2	العمارة	Q3362502	ar
2	1	أهداف المتحف	Q3362502	ar
2	2	الهندسة المعمارية	Q3362502	ar
3	1	مجموعات المتحف	Q3362502	ar
3	2	معارض	Q3362502	ar
0	1	موقعه	Q373374	ar
0	2	التأسيس	Q373374	ar
1	1	المجموعة	Q373374	ar
1	2	العمارة	Q373374	ar
2	1	أهداف المتحف	Q373374	ar
2	2	الهندسة المعمارية	Q373374	ar
3	1	مجموعات المتحف	Q373374	ar
3	2	معارض	Q373374	ar
0	1	موقعه	Q607607	ar
0	2	التأسيس	Q607607	ar
1	1	المجموعة	Q607607	ar
1	2	العمارة	Q607607	ar
2	1	أهداف المتحف	Q607607	ar
2	2	الهندسة المعمارية	Q607607	ar
3	1	مجموعات المتحف	Q607607	ar
3	2	معارض	Q607607	ar
0	1	موقعه	Q4711825	ar
0	2	التأسيس	Q4711825	ar
1	1	المجموعة	Q4711825	ar
1	2	العمارة	Q4711825	ar
2	1	أهداف المتحف	Q4711825	ar
2	2	الهندسة المعمارية	Q4711825	ar
3	1	مجموعات المتحف	Q4711825	ar
3	2	معارض	Q4711825	ar
0	1	موقعه	Q6750158	ar
0	2	التأسيس	Q6750158	ar
1	1	المجموعة	Q6750158	ar
1	2	العمارة	Q6750158	ar
2	1	أهداف المتحف	Q6750158	ar
2	2	الهندسة المعمارية	Q6750158	ar
3	1	مجموعات المتحف	Q6750158	ar
3	2	معارض	Q6750158	ar
0	1	موقعه	Q7934524	ar
0	2	التأسيس	Q7934524	ar
1	1	المجموعة	Q7934524	ar
1	2	العمارة	Q7934524	ar
2	1	أهداف المتحف	Q7934524	ar
2	2	الهندسة المعمارية	Q7934524	ar
3	1	مجموعات المتحف	Q7934524	ar
3	2	معارض	Q7934524	ar
0	1	موقعه	Q13954816	ar
0	2	التأسيس	Q13954816	ar
1	1	المجموعة	Q13954816	ar
1	2	العمارة	Q13954816	ar
2	1	أهداف المتحف	Q13954816	ar
2	2	الهندسة المعمارية	Q13954816	ar
3	1	مجموعات المتحف	Q13954816	ar
3	2	معارض	Q13954816	ar
0	1	موقعه	Q52454	ar
0	2	التأسيس	Q52454	ar
1	1	المجموعة	Q52454	ar
1	2	العمارة	Q52454	ar
2	1	أهداف المتحف	Q52454	ar
2	2	الهندسة المعمارية	Q52454	ar
3	1	مجموعات المتحف	Q52454	ar
3	2	معارض	Q52454	ar
0	1	موقعه	Q5030563	ar
0	2	التأسيس	Q5030563	ar
1	1	المجموعة	Q5030563	ar
1	2	العمارة	Q5030563	ar
2	1	أهداف المتحف	Q5030563	ar
2	2	الهندسة المعمارية	Q5030563	ar
3	1	مجموعات المتحف	Q5030563	ar
3	2	معارض	Q5030563	ar
0	1	موقعه	Q15271575	ar
0	2	التأسيس	Q15271575	ar
1	1	المجموعة	Q15271575	ar
1	2	العمارة	Q15271575	ar
2	1	أهداف المتحف	Q15271575	ar
2	2	الهندسة المعمارية	Q15271575	ar
3	1	مجموعات المتحف	Q15271575	ar
3	2	معارض	Q15271575	ar
0	1	موقعه	Q29641910	ar
0	2	التأسيس	Q29641910	ar
1	1	المجموعة	Q29641910	ar
1	2	العمارة	Q29641910	ar
2	1	أهداف المتحف	Q29641910	ar
2	2	الهندسة المعمارية	Q29641910	ar
3	1	مجموعات المتحف	Q29641910	ar
3	2	معارض	Q29641910	ar
0	1	موقعه	Q30680644	ar
0	2	التأسيس	Q30680644	ar
1	1	المجموعة	Q30680644	ar
1	2	العمارة	Q30680644	ar
2	1	أهداف المتحف	Q30680644	ar
2	2	الهندسة المعمارية	Q30680644	ar
3	1	مجموعات المتحف	Q30680644	ar
3	2	معارض	Q30680644	ar
0	1	موقعه	Q5148916	ar
0	2	التأسيس	Q5148916	ar
1	1	المجموعة	Q5148916	ar
1	2	العمارة	Q5148916	ar
2	1	أهداف المتحف	Q5148916	ar
2	2	الهندسة المعمارية	Q5148916	ar
3	1	مجموعات المتحف	Q5148916	ar
3	2	معارض	Q5148916	ar
0	1	موقعه	Q41655480	ar
0	2	التأسيس	Q41655480	ar
1	1	المجموعة	Q41655480	ar
1	2	العمارة	Q41655480	ar
2	1	أهداف المتحف	Q41655480	ar
2	2	الهندسة المعمارية	Q41655480	ar
3	1	مجموعات المتحف	Q41655480	ar
3	2	معارض	Q41655480	ar
0	1	موقعه	Q41822070	ar
0	2	التأسيس	Q41822070	ar
1	1	المجموعة	Q41822070	ar
1	2	العمارة	Q41822070	ar
2	1	أهداف المتحف	Q41822070	ar
2	2	الهندسة المعمارية	Q41822070	ar
3	1	مجموعات المتحف	Q41822070	ar
3	2	معارض	Q41822070	ar
0	1	موقعه	Q29075731	ar
0	2	التأسيس	Q29075731	ar
1	1	المجموعة	Q29075731	ar
1	2	العمارة	Q29075731	ar
2	1	أهداف المتحف	Q29075731	ar
2	2	الهندسة المعمارية	Q29075731	ar
3	1	مجموعات المتحف	Q29075731	ar
3	2	معارض	Q29075731	ar
0	1	موقعه	Q28162655	ar
0	2	التأسيس	Q28162655	ar
1	1	المجموعة	Q28162655	ar
1	2	العمارة	Q28162655	ar
2	1	أهداف المتحف	Q28162655	ar
2	2	الهندسة المعمارية	Q28162655	ar
3	1	مجموعات المتحف	Q28162655	ar
3	2	معارض	Q28162655	ar
0	1	موقعه	Q18128982	ar
0	2	التأسيس	Q18128982	ar
1	1	المجموعة	Q18128982	ar
1	2	العمارة	Q18128982	ar
2	1	أهداف المتحف	Q18128982	ar
2	2	الهندسة المعمارية	Q18128982	ar
3	1	مجموعات المتحف	Q18128982	ar
3	2	معارض	Q18128982	ar
0	1	موقعه	Q56056966	ar
0	2	التأسيس	Q56056966	ar
1	1	المجموعة	Q56056966	ar
1	2	العمارة	Q56056966	ar
2	1	أهداف المتحف	Q56056966	ar
2	2	الهندسة المعمارية	Q56056966	ar
3	1	مجموعات المتحف	Q56056966	ar
3	2	معارض	Q56056966	ar
0	1	موقعه	Q41628143	ar
0	2	التأسيس	Q41628143	ar
1	1	المجموعة	Q41628143	ar
1	2	العمارة	Q41628143	ar
2	1	أهداف المتحف	Q41628143	ar
2	2	الهندسة المعمارية	Q41628143	ar
3	1	مجموعات المتحف	Q41628143	ar
3	2	معارض	Q41628143	ar
0	1	موقعه	Q36948990	ar
0	2	التأسيس	Q36948990	ar
1	1	المجموعة	Q36948990	ar
1	2	العمارة	Q36948990	ar
2	1	أهداف المتحف	Q36948990	ar
2	2	الهندسة المعمارية	Q36948990	ar
3	1	مجموعات المتحف	Q36948990	ar
3	2	معارض	Q36948990	ar
0	1	موقعه	Q43839580	ar
0	2	التأسيس	Q43839580	ar
1	1	المجموعة	Q43839580	ar
1	2	العمارة	Q43839580	ar
2	1	أهداف المتحف	Q43839580	ar
2	2	الهندسة المعمارية	Q43839580	ar
3	1	مجموعات المتحف	Q43839580	ar
3	2	معارض	Q43839580	ar
0	1	موقعه	Q1094302	ar
0	2	التأسيس	Q1094302	ar
1	1	المجموعة	Q1094302	ar
1	2	العمارة	Q1094302	ar
2	1	أهداف المتحف	Q1094302	ar
2	2	الهندسة المعمارية	Q1094302	ar
3	1	مجموعات المتحف	Q1094302	ar
3	2	معارض	Q1094302	ar
0	1	موقعه	Q337224	ar
0	2	التأسيس	Q337224	ar
1	1	المجموعة	Q337224	ar
1	2	العمارة	Q337224	ar
2	1	أهداف المتحف	Q337224	ar
2	2	الهندسة المعمارية	Q337224	ar
3	1	مجموعات المتحف	Q337224	ar
3	2	معارض	Q337224	ar
0	1	موقعه	Q3280225	ar
0	2	التأسيس	Q3280225	ar
1	1	المجموعة	Q3280225	ar
1	2	العمارة	Q3280225	ar
2	1	أهداف المتحف	Q3280225	ar
2	2	الهندسة المعمارية	Q3280225	ar
3	1	مجموعات المتحف	Q3280225	ar
3	2	معارض	Q3280225	ar
0	1	موقعه	Q2874177	ar
0	2	التأسيس	Q2874177	ar
1	1	المجموعة	Q2874177	ar
1	2	العمارة	Q2874177	ar
2	1	أهداف المتحف	Q2874177	ar
2	2	الهندسة المعمارية	Q2874177	ar
3	1	مجموعات المتحف	Q2874177	ar
3	2	معارض	Q2874177	ar
0	1	موقعه	Q1129820	ar
0	2	التأسيس	Q1129820	ar
1	1	المجموعة	Q1129820	ar
1	2	العمارة	Q1129820	ar
2	1	أهداف المتحف	Q1129820	ar
2	2	الهندسة المعمارية	Q1129820	ar
3	1	مجموعات المتحف	Q1129820	ar
3	2	معارض	Q1129820	ar
0	1	موقعه	Q2157822	ar
0	2	التأسيس	Q2157822	ar
1	1	المجموعة	Q2157822	ar
1	2	العمارة	Q2157822	ar
2	1	أهداف المتحف	Q2157822	ar
2	2	الهندسة المعمارية	Q2157822	ar
3	1	مجموعات المتحف	Q2157822	ar
3	2	معارض	Q2157822	ar
0	1	موقعه	Q3182302	ar
0	2	التأسيس	Q3182302	ar
1	1	المجموعة	Q3182302	ar
1	2	العمارة	Q3182302	ar
2	1	أهداف المتحف	Q3182302	ar
2	2	الهندسة المعمارية	Q3182302	ar
3	1	مجموعات المتحف	Q3182302	ar
3	2	معارض	Q3182302	ar
0	1	موقعه	Q390003	ar
0	2	التأسيس	Q390003	ar
1	1	المجموعة	Q390003	ar
1	2	العمارة	Q390003	ar
2	1	أهداف المتحف	Q390003	ar
2	2	الهندسة المعمارية	Q390003	ar
3	1	مجموعات المتحف	Q390003	ar
3	2	معارض	Q390003	ar
0	1	موقعه	Q535586	ar
0	2	التأسيس	Q535586	ar
1	1	المجموعة	Q535586	ar
1	2	العمارة	Q535586	ar
2	1	أهداف المتحف	Q535586	ar
2	2	الهندسة المعمارية	Q535586	ar
3	1	مجموعات المتحف	Q535586	ar
3	2	معارض	Q535586	ar
0	1	موقعه	Q1400323	ar
0	2	التأسيس	Q1400323	ar
1	1	المجموعة	Q1400323	ar
1	2	العمارة	Q1400323	ar
2	1	أهداف المتحف	Q1400323	ar
2	2	الهندسة المعمارية	Q1400323	ar
3	1	مجموعات المتحف	Q1400323	ar
3	2	معارض	Q1400323	ar
0	1	موقعه	Q1776168	ar
0	2	التأسيس	Q1776168	ar
1	1	المجموعة	Q1776168	ar
1	2	العمارة	Q1776168	ar
2	1	أهداف المتحف	Q1776168	ar
2	2	الهندسة المعمارية	Q1776168	ar
3	1	مجموعات المتحف	Q1776168	ar
3	2	معارض	Q1776168	ar
0	1	موقعه	Q1809071	ar
0	2	التأسيس	Q1809071	ar
1	1	المجموعة	Q1809071	ar
1	2	العمارة	Q1809071	ar
2	1	أهداف المتحف	Q1809071	ar
2	2	الهندسة المعمارية	Q1809071	ar
3	1	مجموعات المتحف	Q1809071	ar
3	2	معارض	Q1809071	ar
0	1	موقعه	Q663764	ar
0	2	التأسيس	Q663764	ar
1	1	المجموعة	Q663764	ar
1	2	العمارة	Q663764	ar
2	1	أهداف المتحف	Q663764	ar
2	2	الهندسة المعمارية	Q663764	ar
3	1	مجموعات المتحف	Q663764	ar
3	2	معارض	Q663764	ar
0	1	موقعه	Q3329706	ar
0	2	التأسيس	Q3329706	ar
1	1	المجموعة	Q3329706	ar
1	2	العمارة	Q3329706	ar
2	1	أهداف المتحف	Q3329706	ar
2	2	الهندسة المعمارية	Q3329706	ar
3	1	مجموعات المتحف	Q3329706	ar
3	2	معارض	Q3329706	ar
0	1	موقعه	Q3330063	ar
0	2	التأسيس	Q3330063	ar
1	1	المجموعة	Q3330063	ar
1	2	العمارة	Q3330063	ar
2	1	أهداف المتحف	Q3330063	ar
2	2	الهندسة المعمارية	Q3330063	ar
3	1	مجموعات المتحف	Q3330063	ar
3	2	معارض	Q3330063	ar
0	1	موقعه	Q3329701	ar
0	2	التأسيس	Q3329701	ar
1	1	المجموعة	Q3329701	ar
1	2	العمارة	Q3329701	ar
2	1	أهداف المتحف	Q3329701	ar
2	2	الهندسة المعمارية	Q3329701	ar
3	1	مجموعات المتحف	Q3329701	ar
3	2	معارض	Q3329701	ar
0	1	موقعه	Q3330723	ar
0	2	التأسيس	Q3330723	ar
1	1	المجموعة	Q3330723	ar
1	2	العمارة	Q3330723	ar
2	1	أهداف المتحف	Q3330723	ar
2	2	الهندسة المعمارية	Q3330723	ar
3	1	مجموعات المتحف	Q3330723	ar
3	2	معارض	Q3330723	ar
0	1	موقعه	Q663776	ar
0	2	التأسيس	Q663776	ar
1	1	المجموعة	Q663776	ar
1	2	العمارة	Q663776	ar
2	1	أهداف المتحف	Q663776	ar
2	2	الهندسة المعمارية	Q663776	ar
3	1	مجموعات المتحف	Q663776	ar
3	2	معارض	Q663776	ar
0	1	موقعه	Q3329633	ar
0	2	التأسيس	Q3329633	ar
1	1	المجموعة	Q3329633	ar
1	2	العمارة	Q3329633	ar
2	1	أهداف المتحف	Q3329633	ar
2	2	الهندسة المعمارية	Q3329633	ar
3	1	مجموعات المتحف	Q3329633	ar
3	2	معارض	Q3329633	ar
0	1	موقعه	Q4306182	ar
0	2	التأسيس	Q4306182	ar
1	1	المجموعة	Q4306182	ar
1	2	العمارة	Q4306182	ar
2	1	أهداف المتحف	Q4306182	ar
2	2	الهندسة المعمارية	Q4306182	ar
3	1	مجموعات المتحف	Q4306182	ar
3	2	معارض	Q4306182	ar
0	1	موقعه	Q2072647	ar
0	2	التأسيس	Q2072647	ar
1	1	المجموعة	Q2072647	ar
1	2	العمارة	Q2072647	ar
2	1	أهداف المتحف	Q2072647	ar
2	2	الهندسة المعمارية	Q2072647	ar
3	1	مجموعات المتحف	Q2072647	ar
3	2	معارض	Q2072647	ar
0	1	موقعه	Q2023744	ar
0	2	التأسيس	Q2023744	ar
1	1	المجموعة	Q2023744	ar
1	2	العمارة	Q2023744	ar
2	1	أهداف المتحف	Q2023744	ar
2	2	الهندسة المعمارية	Q2023744	ar
3	1	مجموعات المتحف	Q2023744	ar
3	2	معارض	Q2023744	ar
0	1	موقعه	Q672751	ar
0	2	التأسيس	Q672751	ar
1	1	المجموعة	Q672751	ar
1	2	العمارة	Q672751	ar
2	1	أهداف المتحف	Q672751	ar
2	2	الهندسة المعمارية	Q672751	ar
3	1	مجموعات المتحف	Q672751	ar
3	2	معارض	Q672751	ar
0	1	موقعه	Q679527	ar
0	2	التأسيس	Q679527	ar
1	1	المجموعة	Q679527	ar
1	2	العمارة	Q679527	ar
2	1	أهداف المتحف	Q679527	ar
2	2	الهندسة المعمارية	Q679527	ar
3	1	مجموعات المتحف	Q679527	ar
3	2	معارض	Q679527	ar
0	1	موقعه	Q756098	ar
0	2	التأسيس	Q756098	ar
1	1	المجموعة	Q756098	ar
1	2	العمارة	Q756098	ar
2	1	أهداف المتحف	Q756098	ar
2	2	الهندسة المعمارية	Q756098	ar
3	1	مجموعات المتحف	Q756098	ar
3	2	معارض	Q756098	ar
0	1	موقعه	Q5046116	ar
0	2	التأسيس	Q5046116	ar
1	1	المجموعة	Q5046116	ar
1	2	العمارة	Q5046116	ar
2	1	أهداف المتحف	Q5046116	ar
2	2	الهندسة المعمارية	Q5046116	ar
3	1	مجموعات المتحف	Q5046116	ar
3	2	معارض	Q5046116	ar
0	1	موقعه	Q3855723	ar
0	2	التأسيس	Q3855723	ar
1	1	المجموعة	Q3855723	ar
1	2	العمارة	Q3855723	ar
2	1	أهداف المتحف	Q3855723	ar
2	2	الهندسة المعمارية	Q3855723	ar
3	1	مجموعات المتحف	Q3855723	ar
3	2	معارض	Q3855723	ar
0	1	موقعه	Q6940969	ar
0	2	التأسيس	Q6940969	ar
1	1	المجموعة	Q6940969	ar
1	2	العمارة	Q6940969	ar
2	1	أهداف المتحف	Q6940969	ar
2	2	الهندسة المعمارية	Q6940969	ar
3	1	مجموعات المتحف	Q6940969	ar
3	2	معارض	Q6940969	ar
0	1	موقعه	Q7881638	ar
0	2	التأسيس	Q7881638	ar
1	1	المجموعة	Q7881638	ar
1	2	العمارة	Q7881638	ar
2	1	أهداف المتحف	Q7881638	ar
2	2	الهندسة المعمارية	Q7881638	ar
3	1	مجموعات المتحف	Q7881638	ar
3	2	معارض	Q7881638	ar
0	1	موقعه	Q3868183	ar
0	2	التأسيس	Q3868183	ar
1	1	المجموعة	Q3868183	ar
1	2	العمارة	Q3868183	ar
2	1	أهداف المتحف	Q3868183	ar
2	2	الهندسة المعمارية	Q3868183	ar
3	1	مجموعات المتحف	Q3868183	ar
3	2	معارض	Q3868183	ar
0	1	موقعه	Q7374509	ar
0	2	التأسيس	Q7374509	ar
1	1	المجموعة	Q7374509	ar
1	2	العمارة	Q7374509	ar
2	1	أهداف المتحف	Q7374509	ar
2	2	الهندسة المعمارية	Q7374509	ar
3	1	مجموعات المتحف	Q7374509	ar
3	2	معارض	Q7374509	ar
0	1	موقعه	Q10275655	ar
0	2	التأسيس	Q10275655	ar
1	1	المجموعة	Q10275655	ar
1	2	العمارة	Q10275655	ar
2	1	أهداف المتحف	Q10275655	ar
2	2	الهندسة المعمارية	Q10275655	ar
3	1	مجموعات المتحف	Q10275655	ar
3	2	معارض	Q10275655	ar
0	1	موقعه	Q7085085	ar
0	2	التأسيس	Q7085085	ar
1	1	المجموعة	Q7085085	ar
1	2	العمارة	Q7085085	ar
2	1	أهداف المتحف	Q7085085	ar
2	2	الهندسة المعمارية	Q7085085	ar
3	1	مجموعات المتحف	Q7085085	ar
3	2	معارض	Q7085085	ar
0	1	موقعه	Q20401860	ar
0	2	التأسيس	Q20401860	ar
1	1	المجموعة	Q20401860	ar
1	2	العمارة	Q20401860	ar
2	1	أهداف المتحف	Q20401860	ar
2	2	الهندسة المعمارية	Q20401860	ar
3	1	مجموعات المتحف	Q20401860	ar
3	2	معارض	Q20401860	ar
0	1	موقعه	Q16327758	ar
0	2	التأسيس	Q16327758	ar
1	1	المجموعة	Q16327758	ar
1	2	العمارة	Q16327758	ar
2	1	أهداف المتحف	Q16327758	ar
2	2	الهندسة المعمارية	Q16327758	ar
3	1	مجموعات المتحف	Q16327758	ar
3	2	معارض	Q16327758	ar
0	1	موقعه	Q20888634	ar
0	2	التأسيس	Q20888634	ar
1	1	المجموعة	Q20888634	ar
1	2	العمارة	Q20888634	ar
2	1	أهداف المتحف	Q20888634	ar
2	2	الهندسة المعمارية	Q20888634	ar
3	1	مجموعات المتحف	Q20888634	ar
3	2	معارض	Q20888634	ar
0	1	موقعه	Q63967838	ar
0	2	التأسيس	Q63967838	ar
